"NS_ETAB_ID","CO_ETUDE_ID","TE_LM","CO_VALEUR","DT_DEBUT","DT_FIN","SW_LM_1","SW_LM_2","SW_LM_3","SW_LM_1_OBG","SW_LM_2_OBG","SW_LM_3_OBG"
29,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
29,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
29,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
29,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
29,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
29,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
29,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
30,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
30,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT33L,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
30,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT33M,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
30,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,GT33S,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
30,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
30,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
30,PC4  ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PC5  ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PC5  ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PC5  ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PC6  ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
30,PC6  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
30,PC6  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
30,PQSC ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
30,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
30,TT21 ,Anglais,EN,2018-09-01,9999-12-31,N,O,N,N,N,N
30,TT21 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
30,TT21 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
30,TT22 ,Anglais,EN,2018-09-01,9999-12-31,N,O,N,N,N,N
30,TT22 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
30,TT22 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
30,TT22R,Anglais,EN,2018-09-01,9999-12-31,N,O,N,N,N,N
30,TT22R,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
30,TT22R,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
30,TT31 ,Anglais,EN,2018-09-01,9999-12-31,N,O,N,N,N,N
30,TT31 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
30,TT31 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
30,TT32 ,Anglais,EN,2018-09-01,9999-12-31,N,O,N,N,N,N
30,TT32 ,Néerlandais,NL,2014-09-01,2015-08-31,O,N,N,N,N,N
30,TT32 ,Néerlandais,NL,2015-09-01,9999-12-31,O,O,N,N,N,N
31,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
31,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
31,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
33,DASPA,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,N,N,N
33,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT11D,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT2D ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
33,PC4  ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
33,PC5  ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PC5  ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PC5  ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PC6  ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
33,PC6  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
33,PC6  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
33,PQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
33,PQ21 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ22 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ3C ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ31 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ32 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ33B,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,PQ33C,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,TQC4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
33,TQC5 ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQC5 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQC5 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQC6 ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
33,TQC6 ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
33,TQC6 ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
33,TQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
33,TQ21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,O,O,O
33,TQ22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,O,O,O
33,TQ3C ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,TQ31 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,TQ32 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,TQ33 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,O,O,O
33,TT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,TT21 ,Néerlandais,NL,2015-09-01,9999-12-31,O,N,N,N,N,N
33,TT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
33,TT22 ,Néerlandais,NL,2015-09-01,9999-12-31,O,N,N,N,N,N
35,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ22R,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
35,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,GT21 ,Anglais,EN,2014-09-01,2017-08-31,O,O,N,N,N,N
37,GT21 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
37,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT22 ,Anglais,EN,2014-09-01,2017-08-31,O,O,N,N,N,N
37,GT22 ,Anglais,EN,2017-09-01,9999-12-31,O,O,N,N,N,N
37,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT31 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
37,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT32 ,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
37,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT33L,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
37,GT33L,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT33M,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
37,GT33M,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,GT33S,Allemand,DE,2014-09-01,9999-12-31,N,N,O,N,N,N
37,GT33S,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,PC4  ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PC5  ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PC5  ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PC5  ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PC6  ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
37,PC6  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
37,PC6  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
37,PQI34,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQSC ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
37,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQC4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ22R,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
37,TT21 ,Anglais,EN,2015-09-01,9999-12-31,N,O,N,N,N,N
37,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,TT22 ,Anglais,EN,2015-09-01,9999-12-31,N,O,N,N,N,N
37,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,TT22R,Anglais,EN,2015-09-01,9999-12-31,N,O,N,N,N,N
37,TT22R,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
37,TT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,TT31 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,N,N,N
37,TT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
37,TT32 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,N,N,N
38,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,TQC4 ,Anglais,EN,2019-09-01,9999-12-31,N,N,N,N,O,N
38,TQC4 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
38,TQC5 ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,N,O,N
38,TQC5 ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,N,O,N
38,TQC6 ,Néerlandais,NL,2021-09-01,9999-12-31,O,N,N,N,N,N
38,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
38,TT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
38,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
38,TT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
38,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
38,TT22R,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
38,TT22R,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
38,TT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
38,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
38,TT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
38,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
40,AS21 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
40,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PC4C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PC5C ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
40,PC6C ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,N,N,N
40,PQI24,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQI3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQI34,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQI4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQSC ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQC5C,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,N,N,N
40,TQC6C,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,N,N,N
40,TQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ22R,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
40,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
60,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT11S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
60,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
60,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,TT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
60,TT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
60,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
61,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
61,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
61,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT33L,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT33M,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
61,GT33S,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
61,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
